Place,District,Type,Budget,Season,Interest,Rating,Approx_Cost,Image_URL,Youtube_Link,Hotel_Budget,Hotel_Budget_Price,Hotel_Premium,Hotel_Premium_Price,Latitude,Longitude,image_url
Hazra Fall Ancient Site,Gondia,Spiritual,High,Monsoon,Adventure,4.9,12210,/static/images/hazra_fall_ancient_site.jpg,https://www.youtube.com/embed/sample_hazra_fall_ancient_site,The Residency Gondia,1599,Gateway Palace Gondia,3562,17.5549,77.4035,https://source.unsplash.com/800x600/?Hazra%20Fall%20Ancient%20Site%2CSpiritual%2CMaharashtra
Talao Pali Heritage,Thane,Wildlife,Medium,Monsoon,Wildlife,4.5,5618,/static/images/talao_pali_heritage.jpg,https://www.youtube.com/embed/sample_talao_pali_heritage,City Center Guest House Thane,1594,Novotel Heritage Thane,4857,17.4082,78.3029,https://source.unsplash.com/800x600/?Talao%20Pali%20Heritage%2CWildlife%2CMaharashtra
Karli Backwaters Point,Sindhudurg,Nature,Low,Winter,Wildlife,4.0,3194,/static/images/karli_backwaters_point.jpg,https://www.youtube.com/embed/sample_karli_backwaters_point,Royal Inn Sindhudurg,1348,Vivanta Plaza Sindhudurg,5630,20.2664,78.1433,https://source.unsplash.com/800x600/?Karli%20Backwaters%20Point%2CNature%2CMaharashtra
Gautala Autramghat Sanctuary Memorial,Chhatrapati Sambhaji Nagar,Wildlife,High,Winter,Wildlife,4.8,8390,/static/images/gautala_autramghat_sanctuary_memorial.jpg,https://www.youtube.com/embed/sample_gautala_autramghat_sanctuary_memorial,Hotel Sai Chhatrapati Sambhaji Nagar,1736,Orchid Resort Chhatrapati Sambhaji Nagar,5240,18.1032,74.7337,https://source.unsplash.com/800x600/?Gautala%20Autramghat%20Sanctuary%20Memorial%2CWildlife%2CMaharashtra
Pohradevi Temple Valley,Washim,Spiritual,Low,All,Spiritual,3.7,2533,/static/images/pohradevi_temple_valley.jpg,https://www.youtube.com/embed/sample_pohradevi_temple_valley,Hotel Sai Washim,1555,Marriott Executive Washim,3646,17.2872,74.8448,https://source.unsplash.com/800x600/?Pohradevi%20Temple%20Valley%2CSpiritual%2CMaharashtra
Matsyodari Devi Temple Heritage,Jalna,Spiritual,Medium,All,Spiritual,4.0,4453,/static/images/matsyodari_devi_temple_heritage.jpg,https://www.youtube.com/embed/sample_matsyodari_devi_temple_heritage,City Center Guest House Jalna,1064,Vivanta Plaza Jalna,3859,20.926,78.3057,https://source.unsplash.com/800x600/?Matsyodari%20Devi%20Temple%20Heritage%2CSpiritual%2CMaharashtra
Jamb Samarth Garden,Jalna,Nature,Low,Winter,Spiritual,3.6,2973,/static/images/jamb_samarth_garden.jpg,https://www.youtube.com/embed/sample_jamb_samarth_garden,The Residency Jalna,1790,Novotel Heritage Jalna,4999,19.466,77.1728,https://source.unsplash.com/800x600/?Jamb%20Samarth%20Garden%2CNature%2CMaharashtra
Mochemad Beach Museum,Sindhudurg,Beach,High,Monsoon,Relaxation,3.5,13546,/static/images/mochemad_beach_museum.jpg,https://www.youtube.com/embed/sample_mochemad_beach_museum,Royal Inn Sindhudurg,1458,Novotel Heritage Sindhudurg,4020,16.792,74.2285,https://source.unsplash.com/800x600/?Mochemad%20Beach%20Museum%2CBeach%2CMaharashtra
Ambadevi Temple Museum,Amravati,Spiritual,High,All,Spiritual,4.6,12106,/static/images/ambadevi_temple_museum.jpg,https://www.youtube.com/embed/sample_ambadevi_temple_museum,Royal Inn Amravati,1728,Orchid Resort Amravati,6884,19.4614,77.5562,https://source.unsplash.com/800x600/?Ambadevi%20Temple%20Museum%2CSpiritual%2CMaharashtra
Audumbar Garden,Kolhapur,Hill,Medium,All,Nature,4.7,5296,/static/images/audumbar_garden.jpg,https://www.youtube.com/embed/sample_audumbar_garden,Green Leaf Lodge Kolhapur,1060,The Taj Mahal Inn Kolhapur,4409,17.2896,73.9072,https://source.unsplash.com/800x600/?Audumbar%20Garden%2CHill%2CMaharashtra
Toranmal Hill Station Heritage,Nandurbar,Hill,Low,Monsoon,Nature,4.5,3174,/static/images/toranmal_hill_station_heritage.jpg,https://www.youtube.com/embed/sample_toranmal_hill_station_heritage,Royal Inn Nandurbar,1234,Novotel Heritage Nandurbar,4517,19.5634,77.4663,https://source.unsplash.com/800x600/?Toranmal%20Hill%20Station%20Heritage%2CHill%2CMaharashtra
Thoseghar Waterfall Heritage,Satara,Nature,Medium,Monsoon,Nature,4.3,7888,/static/images/thoseghar_waterfall_heritage.jpg,https://www.youtube.com/embed/sample_thoseghar_waterfall_heritage,Royal Inn Satara,1106,The Grand Regency Satara,4457,17.842,78.1804,https://source.unsplash.com/800x600/?Thoseghar%20Waterfall%20Heritage%2CNature%2CMaharashtra
Kelzar Ganpati Temple Heritage,Wardha,Spiritual,Medium,Monsoon,Spiritual,3.7,7852,/static/images/kelzar_ganpati_temple_heritage.jpg,https://www.youtube.com/embed/sample_kelzar_ganpati_temple_heritage,Pleasant Stay Wardha,1254,Novotel Heritage Wardha,5164,17.5829,76.0851,https://source.unsplash.com/800x600/?Kelzar%20Ganpati%20Temple%20Heritage%2CSpiritual%2CMaharashtra
Chandrapur Fort Lake Side,Chandrapur,Fort,Low,Winter,Adventure,4.4,3288,/static/images/chandrapur_fort_lake_side.jpg,https://www.youtube.com/embed/sample_chandrapur_fort_lake_side,The Residency Chandrapur,1800,The Taj Mahal Inn Chandrapur,5104,18.063,77.0267,https://source.unsplash.com/800x600/?Chandrapur%20Fort%20Lake%20Side%2CFort%2CMaharashtra
Sarang Kheda Lake Side,Nandurbar,Fort,Medium,Monsoon,Adventure,3.7,4353,/static/images/sarang_kheda_lake_side.jpg,https://www.youtube.com/embed/sample_sarang_kheda_lake_side,The Residency Nandurbar,1332,Novotel Heritage Nandurbar,5924,19.3926,75.4948,https://source.unsplash.com/800x600/?Sarang%20Kheda%20Lake%20Side%2CFort%2CMaharashtra
Ajinkyatara Fort Memorial,Satara,Fort,High,All,Adventure,4.1,10666,/static/images/ajinkyatara_fort_memorial.jpg,https://www.youtube.com/embed/sample_ajinkyatara_fort_memorial,City Center Guest House Satara,1056,Novotel Heritage Satara,4481,16.1496,73.5246,https://source.unsplash.com/800x600/?Ajinkyatara%20Fort%20Memorial%2CFort%2CMaharashtra
Navegaon National Park Museum,Gondia,Wildlife,High,Winter,Wildlife,4.7,9335,/static/images/navegaon_national_park_museum.jpg,https://www.youtube.com/embed/sample_navegaon_national_park_museum,Green Leaf Lodge Gondia,1793,Vivanta Plaza Gondia,6553,18.2497,77.6495,https://source.unsplash.com/800x600/?Navegaon%20National%20Park%20Museum%2CWildlife%2CMaharashtra
Laling Fort View,Dhule,Fort,High,Monsoon,Adventure,4.6,13005,/static/images/laling_fort_view.jpg,https://www.youtube.com/embed/sample_laling_fort_view,Heritage Home Dhule,1030,Novotel Heritage Dhule,4238,17.9115,75.3774,https://source.unsplash.com/800x600/?Laling%20Fort%20View%2CFort%2CMaharashtra
Ram Kund Valley,Nashik,Fort,Medium,Winter,Cultural,4.5,6080,/static/images/ram_kund_valley.jpg,https://www.youtube.com/embed/sample_ram_kund_valley,Royal Inn Nashik,1634,Orchid Resort Nashik,5113,18.4602,78.4694,https://source.unsplash.com/800x600/?Ram%20Kund%20Valley%2CFort%2CMaharashtra
Osho Garden Museum,Pune,Hill,Medium,All,Spiritual,3.7,4059,/static/images/osho_garden_museum.jpg,https://www.youtube.com/embed/sample_osho_garden_museum,Green Leaf Lodge Pune,1373,The Taj Mahal Inn Pune,5259,17.1848,76.1277,https://source.unsplash.com/800x600/?Osho%20Garden%20Museum%2CHill%2CMaharashtra
Zero Mile Marker,Nagpur,Spiritual,High,All,Cultural,3.6,12566,/static/images/zero_mile_marker.jpg,https://www.youtube.com/embed/sample_zero_mile_marker,Green Leaf Lodge Nagpur,1721,Gateway Palace Nagpur,5650,16.1331,78.2089,https://source.unsplash.com/800x600/?Zero%20Mile%20Marker%2CSpiritual%2CMaharashtra
Tapola Ancient Site,Satara,Beach,Low,Monsoon,Adventure,4.0,1746,/static/images/tapola_ancient_site.jpg,https://www.youtube.com/embed/sample_tapola_ancient_site,Hotel Sai Satara,1530,Vivanta Plaza Satara,6494,20.5472,75.3361,https://source.unsplash.com/800x600/?Tapola%20Ancient%20Site%2CBeach%2CMaharashtra
Katepurna Sanctuary Point,Akola,Wildlife,High,Winter,Wildlife,4.5,11667,/static/images/katepurna_sanctuary_point.jpg,https://www.youtube.com/embed/sample_katepurna_sanctuary_point,City Center Guest House Akola,1397,Orchid Resort Akola,3669,16.8393,77.0269,https://source.unsplash.com/800x600/?Katepurna%20Sanctuary%20Point%2CWildlife%2CMaharashtra
Fashion Street View,Mumbai,Wildlife,Low,All,Adventure,4.9,3823,/static/images/fashion_street_view.jpg,https://www.youtube.com/embed/sample_fashion_street_view,Hotel Sai Mumbai,1664,The Taj Mahal Inn Mumbai,5981,19.9216,73.4356,https://source.unsplash.com/800x600/?Fashion%20Street%20View%2CWildlife%2CMaharashtra
Parli Vaijnath Temple,Beed,Spiritual,High,Winter,Spiritual,3.9,8477,/static/images/parli_vaijnath_temple.jpg,https://www.youtube.com/embed/sample_parli_vaijnath_temple,Hotel Sai Beed,1632,Vivanta Plaza Beed,6338,16.9236,75.2457,https://source.unsplash.com/800x600/?Parli%20Vaijnath%20Temple%2CSpiritual%2CMaharashtra
Itiadoh Dam,Gondia,Beach,Medium,Winter,Spiritual,3.8,5626,/static/images/itiadoh_dam.jpg,https://www.youtube.com/embed/sample_itiadoh_dam,Hotel Sai Gondia,1442,Vivanta Plaza Gondia,4046,17.9605,77.3185,https://source.unsplash.com/800x600/?Itiadoh%20Dam%2CBeach%2CMaharashtra
Kala Darwaza Valley,Chhatrapati Sambhaji Nagar,Fort,High,Winter,Relaxation,4.3,14171,/static/images/kala_darwaza_valley.jpg,https://www.youtube.com/embed/sample_kala_darwaza_valley,Green Leaf Lodge Chhatrapati Sambhaji Nagar,1722,Gateway Palace Chhatrapati Sambhaji Nagar,3954,20.892,77.9543,https://source.unsplash.com/800x600/?Kala%20Darwaza%20Valley%2CFort%2CMaharashtra
Tadoba National Park Point,Chandrapur,Wildlife,High,All,Wildlife,4.6,14913,/static/images/tadoba_national_park_point.jpg,https://www.youtube.com/embed/sample_tadoba_national_park_point,City Center Guest House Chandrapur,1635,Orchid Resort Chandrapur,4022,16.1264,77.8289,https://source.unsplash.com/800x600/?Tadoba%20National%20Park%20Point%2CWildlife%2CMaharashtra
Hazra Fall Valley,Gondia,Nature,Low,Monsoon,Cultural,4.6,3293,/static/images/hazra_fall_valley.jpg,https://www.youtube.com/embed/sample_hazra_fall_valley,Pleasant Stay Gondia,1416,Vivanta Plaza Gondia,4315,18.9682,77.7782,https://source.unsplash.com/800x600/?Hazra%20Fall%20Valley%2CNature%2CMaharashtra
Asadgad Fort Garden,Akola,Fort,Low,All,Adventure,3.7,1973,/static/images/asadgad_fort_garden.jpg,https://www.youtube.com/embed/sample_asadgad_fort_garden,Hotel Sai Akola,1428,Marriott Executive Akola,5503,20.8042,78.2613,https://source.unsplash.com/800x600/?Asadgad%20Fort%20Garden%2CFort%2CMaharashtra
Tuljapur Bhavani Temple Heritage,Solapur,Spiritual,High,Winter,Spiritual,4.7,13300,/static/images/tuljapur_bhavani_temple_heritage.jpg,https://www.youtube.com/embed/sample_tuljapur_bhavani_temple_heritage,The Residency Solapur,1473,Vivanta Plaza Solapur,4353,20.9593,79.8425,https://source.unsplash.com/800x600/?Tuljapur%20Bhavani%20Temple%20Heritage%2CSpiritual%2CMaharashtra
Naldurg Fort Point,Dharashiv,Fort,Low,Winter,Adventure,4.7,2883,/static/images/naldurg_fort_point.jpg,https://www.youtube.com/embed/sample_naldurg_fort_point,Heritage Home Dharashiv,1245,Orchid Resort Dharashiv,5859,18.6095,78.7266,https://source.unsplash.com/800x600/?Naldurg%20Fort%20Point%2CFort%2CMaharashtra
Mudgaleshwar Temple Garden,Parbhani,Spiritual,Medium,All,Spiritual,4.5,6761,/static/images/mudgaleshwar_temple_garden.jpg,https://www.youtube.com/embed/sample_mudgaleshwar_temple_garden,Hotel Sai Parbhani,1715,The Grand Regency Parbhani,5456,16.8327,78.7181,https://source.unsplash.com/800x600/?Mudgaleshwar%20Temple%20Garden%2CSpiritual%2CMaharashtra
Rajeshwar Temple Point,Akola,Spiritual,Low,Winter,Spiritual,3.8,1847,/static/images/rajeshwar_temple_point.jpg,https://www.youtube.com/embed/sample_rajeshwar_temple_point,Green Leaf Lodge Akola,1448,Orchid Resort Akola,3932,19.7741,73.681,https://source.unsplash.com/800x600/?Rajeshwar%20Temple%20Point%2CSpiritual%2CMaharashtra
Radhanagari Dam Heritage,Kolhapur,Wildlife,High,Monsoon,Spiritual,4.0,14737,/static/images/radhanagari_dam_heritage.jpg,https://www.youtube.com/embed/sample_radhanagari_dam_heritage,The Residency Kolhapur,1218,Marriott Executive Kolhapur,4035,19.4325,76.0762,https://source.unsplash.com/800x600/?Radhanagari%20Dam%20Heritage%2CWildlife%2CMaharashtra
Akkalkuwa Fort View,Nandurbar,Fort,High,Monsoon,Adventure,4.2,8649,/static/images/akkalkuwa_fort_view.jpg,https://www.youtube.com/embed/sample_akkalkuwa_fort_view,Heritage Home Nandurbar,1303,Marriott Executive Nandurbar,6973,19.2292,74.5302,https://source.unsplash.com/800x600/?Akkalkuwa%20Fort%20View%2CFort%2CMaharashtra
Washim Fort Valley,Washim,Fort,Low,All,Adventure,4.1,1904,/static/images/washim_fort_valley.jpg,https://www.youtube.com/embed/sample_washim_fort_valley,The Residency Washim,1386,Orchid Resort Washim,6991,19.8112,74.8364,https://source.unsplash.com/800x600/?Washim%20Fort%20Valley%2CFort%2CMaharashtra
Toranmal Hill Station Garden,Nandurbar,Hill,Medium,All,Nature,4.8,4424,/static/images/toranmal_hill_station_garden.jpg,https://www.youtube.com/embed/sample_toranmal_hill_station_garden,The Residency Nandurbar,1560,Marriott Executive Nandurbar,3534,19.1593,79.0229,https://source.unsplash.com/800x600/?Toranmal%20Hill%20Station%20Garden%2CHill%2CMaharashtra
Siddheshwar Dam,Hingoli,Historical,Medium,Monsoon,Relaxation,4.0,4611,/static/images/siddheshwar_dam.jpg,https://www.youtube.com/embed/sample_siddheshwar_dam,Pleasant Stay Hingoli,1437,The Grand Regency Hingoli,6536,19.3684,77.8751,https://source.unsplash.com/800x600/?Siddheshwar%20Dam%2CHistorical%2CMaharashtra
Guru Ganesh Bhawan View,Jalna,Spiritual,Medium,All,Spiritual,3.9,6841,/static/images/guru_ganesh_bhawan_view.jpg,https://www.youtube.com/embed/sample_guru_ganesh_bhawan_view,The Residency Jalna,1020,The Taj Mahal Inn Jalna,5668,19.3462,76.2578,https://source.unsplash.com/800x600/?Guru%20Ganesh%20Bhawan%20View%2CSpiritual%2CMaharashtra
Tuljapur Bhavani Temple Lake Side,Dharashiv,Spiritual,High,All,Spiritual,4.7,11939,/static/images/tuljapur_bhavani_temple_lake_side.jpg,https://www.youtube.com/embed/sample_tuljapur_bhavani_temple_lake_side,City Center Guest House Dharashiv,1567,Novotel Heritage Dharashiv,6298,16.4781,78.9429,https://source.unsplash.com/800x600/?Tuljapur%20Bhavani%20Temple%20Lake%20Side%2CSpiritual%2CMaharashtra
Shegaon Gajanan Maharaj Temple Point,Buldhana,Spiritual,Low,Monsoon,Spiritual,4.0,3339,/static/images/shegaon_gajanan_maharaj_temple_point.jpg,https://www.youtube.com/embed/sample_shegaon_gajanan_maharaj_temple_point,City Center Guest House Buldhana,1778,Marriott Executive Buldhana,3571,17.8003,78.9462,https://source.unsplash.com/800x600/?Shegaon%20Gajanan%20Maharaj%20Temple%20Point%2CSpiritual%2CMaharashtra
Sindkhed Raja View,Buldhana,Fort,High,Monsoon,Relaxation,3.9,13823,/static/images/sindkhed_raja_view.jpg,https://www.youtube.com/embed/sample_sindkhed_raja_view,Royal Inn Buldhana,1653,The Taj Mahal Inn Buldhana,6268,16.0659,77.7974,https://source.unsplash.com/800x600/?Sindkhed%20Raja%20View%2CFort%2CMaharashtra
Koka Wildlife Sanctuary Point,Bhandara,Wildlife,High,All,Wildlife,4.3,12064,/static/images/koka_wildlife_sanctuary_point.jpg,https://www.youtube.com/embed/sample_koka_wildlife_sanctuary_point,City Center Guest House Bhandara,1731,The Grand Regency Bhandara,4588,18.2115,75.1643,https://source.unsplash.com/800x600/?Koka%20Wildlife%20Sanctuary%20Point%2CWildlife%2CMaharashtra
Navegaon National Park Memorial,Gondia,Wildlife,Medium,Winter,Wildlife,4.8,5781,/static/images/navegaon_national_park_memorial.jpg,https://www.youtube.com/embed/sample_navegaon_national_park_memorial,Royal Inn Gondia,1632,Vivanta Plaza Gondia,3631,19.0945,77.8734,https://source.unsplash.com/800x600/?Navegaon%20National%20Park%20Memorial%2CWildlife%2CMaharashtra
Paithan Gate Lake Side,Chhatrapati Sambhaji Nagar,Spiritual,High,Monsoon,Relaxation,4.5,11758,/static/images/paithan_gate_lake_side.jpg,https://www.youtube.com/embed/sample_paithan_gate_lake_side,Pleasant Stay Chhatrapati Sambhaji Nagar,1414,Marriott Executive Chhatrapati Sambhaji Nagar,5321,19.4914,73.7764,https://source.unsplash.com/800x600/?Paithan%20Gate%20Lake%20Side%2CSpiritual%2CMaharashtra
Guhagar Beach,Ratnagiri,Beach,High,Winter,Relaxation,4.2,13383,/static/images/guhagar_beach.jpg,https://www.youtube.com/embed/sample_guhagar_beach,Royal Inn Ratnagiri,1574,Marriott Executive Ratnagiri,4027,16.0643,79.1585,https://source.unsplash.com/800x600/?Guhagar%20Beach%2CBeach%2CMaharashtra
Gaganbawada Heritage,Kolhapur,Historical,Medium,Winter,Nature,3.7,6674,/static/images/gaganbawada_heritage.jpg,https://www.youtube.com/embed/sample_gaganbawada_heritage,Green Leaf Lodge Kolhapur,1484,The Taj Mahal Inn Kolhapur,6182,20.2287,78.4734,https://source.unsplash.com/800x600/?Gaganbawada%20Heritage%2CHistorical%2CMaharashtra
Shirud Temple Lake Side,Dhule,Spiritual,Low,Winter,Spiritual,4.1,1920,/static/images/shirud_temple_lake_side.jpg,https://www.youtube.com/embed/sample_shirud_temple_lake_side,Pleasant Stay Dhule,1785,Gateway Palace Dhule,6869,16.982,74.3592,https://source.unsplash.com/800x600/?Shirud%20Temple%20Lake%20Side%2CSpiritual%2CMaharashtra
Sawantwadi Palace Ancient Site,Sindhudurg,Spiritual,Medium,Monsoon,Adventure,4.6,4418,/static/images/sawantwadi_palace_ancient_site.jpg,https://www.youtube.com/embed/sample_sawantwadi_palace_ancient_site,Heritage Home Sindhudurg,1094,Gateway Palace Sindhudurg,4737,16.7435,79.4635,https://source.unsplash.com/800x600/?Sawantwadi%20Palace%20Ancient%20Site%2CSpiritual%2CMaharashtra
Sahastrakund Waterfall Ancient Site,Nanded,Nature,Low,Winter,Nature,3.7,3668,/static/images/sahastrakund_waterfall_ancient_site.jpg,https://www.youtube.com/embed/sample_sahastrakund_waterfall_ancient_site,The Residency Nanded,1325,Vivanta Plaza Nanded,6207,18.3465,75.8793,https://source.unsplash.com/800x600/?Sahastrakund%20Waterfall%20Ancient%20Site%2CNature%2CMaharashtra
Mecca Darwaza Garden,Chhatrapati Sambhaji Nagar,Historical,Low,Monsoon,Relaxation,4.0,3693,/static/images/mecca_darwaza_garden.jpg,https://www.youtube.com/embed/sample_mecca_darwaza_garden,Pleasant Stay Chhatrapati Sambhaji Nagar,1493,The Taj Mahal Inn Chhatrapati Sambhaji Nagar,3887,16.4649,79.9454,https://source.unsplash.com/800x600/?Mecca%20Darwaza%20Garden%2CHistorical%2CMaharashtra
Yawal Wildlife Sanctuary,Jalgaon,Wildlife,Medium,Winter,Wildlife,4.6,7791,/static/images/yawal_wildlife_sanctuary.jpg,https://www.youtube.com/embed/sample_yawal_wildlife_sanctuary,City Center Guest House Jalgaon,1221,The Taj Mahal Inn Jalgaon,3873,20.2259,75.0466,https://source.unsplash.com/800x600/?Yawal%20Wildlife%20Sanctuary%2CWildlife%2CMaharashtra
Junona Lake Garden,Chandrapur,Wildlife,Low,Monsoon,Relaxation,3.7,2788,/static/images/junona_lake_garden.jpg,https://www.youtube.com/embed/sample_junona_lake_garden,Royal Inn Chandrapur,1305,The Grand Regency Chandrapur,6723,19.5541,74.7919,https://source.unsplash.com/800x600/?Junona%20Lake%20Garden%2CWildlife%2CMaharashtra
Bahrot Caves Ancient Site,Palghar,Historical,Medium,Monsoon,Cultural,4.5,6220,/static/images/bahrot_caves_ancient_site.jpg,https://www.youtube.com/embed/sample_bahrot_caves_ancient_site,Green Leaf Lodge Palghar,1027,Orchid Resort Palghar,6500,20.0626,76.0183,https://source.unsplash.com/800x600/?Bahrot%20Caves%20Ancient%20Site%2CHistorical%2CMaharashtra
Padmalsaya Temple View,Jalgaon,Spiritual,Medium,Monsoon,Spiritual,4.4,4532,/static/images/padmalsaya_temple_view.jpg,https://www.youtube.com/embed/sample_padmalsaya_temple_view,Royal Inn Jalgaon,1090,Novotel Heritage Jalgaon,5529,17.4381,74.6417,https://source.unsplash.com/800x600/?Padmalsaya%20Temple%20View%2CSpiritual%2CMaharashtra
Narsinhwadi Heritage,Kolhapur,Spiritual,High,All,Relaxation,3.8,10609,/static/images/narsinhwadi_heritage.jpg,https://www.youtube.com/embed/sample_narsinhwadi_heritage,Royal Inn Kolhapur,1305,Vivanta Plaza Kolhapur,6286,19.0388,76.789,https://source.unsplash.com/800x600/?Narsinhwadi%20Heritage%2CSpiritual%2CMaharashtra
Ganj Golai Point,Latur,Nature,Medium,All,Relaxation,3.6,4616,/static/images/ganj_golai_point.jpg,https://www.youtube.com/embed/sample_ganj_golai_point,Hotel Sai Latur,1178,The Grand Regency Latur,3599,20.9931,75.6349,https://source.unsplash.com/800x600/?Ganj%20Golai%20Point%2CNature%2CMaharashtra
Masunda Lake Heritage,Thane,Historical,Low,Winter,Relaxation,4.6,2520,/static/images/masunda_lake_heritage.jpg,https://www.youtube.com/embed/sample_masunda_lake_heritage,Green Leaf Lodge Thane,1160,Novotel Heritage Thane,4176,20.9617,77.255,https://source.unsplash.com/800x600/?Masunda%20Lake%20Heritage%2CHistorical%2CMaharashtra
Jintur Jain Temple Point,Parbhani,Spiritual,Low,Winter,Spiritual,4.4,3628,/static/images/jintur_jain_temple_point.jpg,https://www.youtube.com/embed/sample_jintur_jain_temple_point,Royal Inn Parbhani,1523,Vivanta Plaza Parbhani,4947,17.1325,78.8103,https://source.unsplash.com/800x600/?Jintur%20Jain%20Temple%20Point%2CSpiritual%2CMaharashtra
